GeneInfoIDfrom,Gene_1,Interaction_ID,Tax_1,Organism_Name,GeneInfoIDto,Gene_2,Tax_2,Organism_Name.1
P12848,I4L,MI:0915,10254,Vaccinia virus WR,P12848,I4L,10254,Vaccinia virus WR
P16715,A10L,MI:0915,10254,Vaccinia virus WR,P16715,A10L,10254,Vaccinia virus WR
P68613,VLTF1,MI:0915,10254,Vaccinia virus WR,P07242,H5R,10254,Vaccinia virus WR
P68613,VLTF1,MI:0915,10254,Vaccinia virus WR,P68613,VLTF1,10254,Vaccinia virus WR
P68613,VLTF1,MI:0915,10254,Vaccinia virus WR,P07610,VLTF2,10254,Vaccinia virus WR
P68617,A33R,MI:0403,10254,Vaccinia virus WR,P68619,A36R,10254,Vaccinia virus WR
P68617,A33R,MI:0915,10254,Vaccinia virus WR,P68619,A36R,10254,Vaccinia virus WR
Q01218,HA,MI:0915,10254,Vaccinia virus WR,P16710,A16L,10254,Vaccinia virus WR
Q01218,HA,MI:0915,10254,Vaccinia virus WR,P68638,C3L,10254,Vaccinia virus WR
Q01218,HA,MI:0915,10254,Vaccinia virus WR,P16714,I1L,10254,Vaccinia virus WR
Q01227,PS/HR,MI:0403,10254,Vaccinia virus WR,P68619,A36R,10254,Vaccinia virus WR
Q01227,PS/HR,MI:0403,10254,Vaccinia virus WR,P68617,A33R,10254,Vaccinia virus WR
Q01227,PS/HR,MI:0915,10254,Vaccinia virus WR,P68617,A33R,10254,Vaccinia virus WR
Q01227,PS/HR,MI:0915,10254,Vaccinia virus WR,P24761,A34R,10254,Vaccinia virus WR
P04303,UNG,MI:0915,10254,Vaccinia virus WR,P04303,UNG,10254,Vaccinia virus WR
P07610,VLTF2,MI:0915,10254,Vaccinia virus WR,P68613,VLTF1,10254,Vaccinia virus WR
P07610,VLTF2,MI:0915,10254,Vaccinia virus WR,P07610,VLTF2,10254,Vaccinia virus WR
P07618,J5L,MI:0915,10254,Vaccinia virus WR,Q01218,HA,10254,Vaccinia virus WR
P11158,F4L,MI:0915,10254,Vaccinia virus WR,P12848,I4L,10254,Vaccinia virus WR
P11158,F4L,MI:0915,10254,Vaccinia virus WR,P11158,F4L,10254,Vaccinia virus WR
P12923,I3L,MI:0915,10254,Vaccinia virus WR,P12923,I3L,10254,Vaccinia virus WR
P16712,A18R,MI:0915,10254,Vaccinia virus WR,P07242,H5R,10254,Vaccinia virus WR
P17374,DUT,MI:0915,10254,Vaccinia virus WR,P17374,DUT,10254,Vaccinia virus WR
P18384,SPI-3,MI:0915,10254,Vaccinia virus WR,Q01218,HA,10254,Vaccinia virus WR
P24761,A34R,MI:0403,10254,Vaccinia virus WR,P04021,F13L,10254,Vaccinia virus WR
P24761,A34R,MI:0915,10254,Vaccinia virus WR,P68619,A36R,10254,Vaccinia virus WR
P24761,A34R,MI:0403,10254,Vaccinia virus WR,P68617,A33R,10254,Vaccinia virus WR
P24761,A34R,MI:0403,10254,Vaccinia virus WR,Q01227,PS/HR,10254,Vaccinia virus WR
P29191,A4L,MI:0915,10254,Vaccinia virus WR,P26669,SALF8R,10254,Vaccinia virus WR
P68446,E7R,MI:0915,10254,Vaccinia virus WR,P24764,A39R,10254,Vaccinia virus WR
P68633,A28L,MI:0403,10254,Vaccinia virus WR,P08583,H2R,10254,Vaccinia virus WR
P68633,A28L,MI:0915,10254,Vaccinia virus WR,P08583,H2R,10254,Vaccinia virus WR
P06440,A3L,MI:0403,10254,Vaccinia virus WR,P07611,G9R,10254,Vaccinia virus WR
P07616,J1R,MI:0915,10254,Vaccinia virus WR,P07616,J1R,10254,Vaccinia virus WR
P26669,SALF8R,MI:0915,10254,Vaccinia virus WR,P07616,J1R,10254,Vaccinia virus WR
P26669,SALF8R,MI:0915,10254,Vaccinia virus WR,P26669,SALF8R,10254,Vaccinia virus WR
P68456,G2R,MI:0915,10254,Vaccinia virus WR,P07242,H5R,10254,Vaccinia virus WR
P68456,G2R,MI:0915,10254,Vaccinia virus WR,P16712,A18R,10254,Vaccinia virus WR
P68615,A32L,MI:0915,10254,Vaccinia virus WR,P04310,RPO18,10254,Vaccinia virus WR
P03296,C10L,MI:0915,10254,Vaccinia virus WR,P04297,K1L,10254,Vaccinia virus WR
P24360,F8L,MI:0915,10254,Vaccinia virus WR,P03295,L4R,10254,Vaccinia virus WR
Q01219,A51R,MI:0915,10254,Vaccinia virus WR,P23372,E8R,10254,Vaccinia virus WR
Q01219,A51R,MI:0915,10254,Vaccinia virus WR,Q01219,A51R,10254,Vaccinia virus WR
Q80HX4,F15L,MI:0915,10254,Vaccinia virus WR,P04311,D9R,10254,Vaccinia virus WR
